productores_sociedad_matricula,productores_sociedad_tipo_id,productores_sociedad_id,productores_sociedad_denominacion,ramo
1382,CUIT,30715486438,ORGANIZACION ALMAR S.R.L. ,Patrimoniales y Vida
1383,CUIT,30715425056,GIORGIO Y ASOC. BROKER DE PRODUCTORES DE SEGUROS S.R.L. ,Patrimoniales y Vida
1384,CUIT,33715505989,RISKMEDIA LATINOAMERICA S.A. ,Patrimoniales y Vida
1385,CUIT,30715463020,BERTOLACCINI S.A. ,Patrimoniales y Vida
1386,CUIT,30715524445,ACONCAGUA BROKER S.A. ,Patrimoniales y Vida
1387,CUIT,30715517678,GERARDO Y ESTEBAN VICENTE S.R.L. ,Patrimoniales y Vida
1388,CUIT,30715538616,MASPOCH-RODRIGUEZ PRODUCTORES ASESORES DE SEGUROS S.R.L. ,Patrimoniales y Vida
1389,CUIT,30714381004,REAL PLANNING SA ,Patrimoniales y Vida
1390,CUIT,33715553789,ASESORES DE SEGUROS DEL NORTE S.A. ,Patrimoniales y Vida
1391,CUIT,30715086308,ORGANIZACION MEIDEN S.R.L. ,Patrimoniales y Vida
1392,CUIT,30715556630,HSC PRODUCTORES ASESORES DE SEGUROS S.R.L. ,Patrimoniales y Vida
1393,CUIT,30715557602,CBI SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS S.A. ,Patrimoniales y Vida
1394,CUIT,30715595067,SEGYTEC S.A. ,Patrimoniales y Vida
1395,CUIT,30714353868,BROKERS AND INVESTORS S.A. ,Patrimoniales y Vida
1396,CUIT,30715330543,CASEY & CASEY S.R.L. ,Patrimoniales y Vida
1397,CUIT,30715515462,CUYO BROKER S.A. ,Patrimoniales y Vida
1398,CUIT,30715621165,CONDE PRODUCTORES ASESORES DE SEGUROS S.A. ,Patrimoniales y Vida
1399,CUIT,30715373811,"NERINA NATALIA MASAT, GERARDO LUIS PRINCIPE, LUIS ALBERTO ANTONIO BONAFEDE Y ANDRES MARCELO WILLINER SOCIEDAD COLECTIVA ",Articulo 19
1400,CUIT,30715635972,NC ASESORES DE SEGUROS S.A. ,Patrimoniales y Vida
1401,CUIT,30715664204,GRUPO CONTI DESARROLLO COMERCIAL CIAS METRO S.R.L. ,Patrimoniales y Vida
1402,CUIT,30715597183,GRUPO NUEVOS AIRES S.A. ,Patrimoniales y Vida
1403,CUIT,30715544829,CAYETANO ASTIGUETA S.R.L. ,Patrimoniales y Vida
1404,CUIT,30715274945,MARIGLIANO & PAYROLA S.R.L. ,Patrimoniales y Vida
1405,CUIT,30715549359,VARESE BROKERS S.R.L. ,Patrimoniales y Vida
1406,CUIT,30715637290,CBA BROKERS S.R.L. ,Patrimoniales y Vida
1407,CUIT,30715594699,ALPHA SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS S.A. ,Patrimoniales y Vida
1408,CUIT,30715607111,ASESOR INTEGRAL S.R.L. ,Patrimoniales y Vida
1409,CUIT,30715611518,BROKER DEL PLATA PRODUCTORES ASESORES DE SEGUROS S.A. ,Patrimoniales y Vida
1410,CUIT,30715566873,ZAMA BROKER DE PRODUCTORES ASESORES DE SEGUROS S.R.L. ,Patrimoniales y Vida
1411,CUIT,30715269496,FRANCISCO MANSILLA Y CIA SOCIEDAD COLECTIVA ,Patrimoniales y Vida
1412,CUIT,30715283235,JORGE LOINAZ S.A. ,Patrimoniales y Vida
1413,CUIT,30715556525,CARRILLO 1858 S.R.L ,Patrimoniales y Vida
1414,CUIT,30714753866,DIAZ DIEBEL S.R.L. ,Patrimoniales y Vida
1415,CUIT,30715591177,NORDKAPP S.A. ,Patrimoniales y Vida
1416,CUIT,30715619039,UTURUNCOS S.A. ,Patrimoniales y Vida
1417,CUIT,30715136453,TS TITANIUM S.A. ,Patrimoniales y Vida
1418,CUIT,30715399004,SEGENAR S.A. ,Patrimoniales y Vida
1419,CUIT,30715598074,GRUPO MBR S.A. ,Patrimoniales y Vida
1420,CUIT,30715702114,SAN TELMO BROKER S.A. ,Patrimoniales y Vida
1421,CUIT,33715510699,GRUPO CARREIRA S.A. ,Patrimoniales y Vida
1422,CUIT,30711261504,ORGANIZACION UNO S.R.L. ,Patrimoniales y Vida
1423,CUIT,30715332910,BFV S.R.L. ,Patrimoniales y Vida
1424,CUIT,30715784862,CIO ARGENTINA BROKERS S.A. ,Patrimoniales y Vida
1425,CUIT,33715753729,SAN ISIDRO BROKER S.R.L. ,Patrimoniales y Vida
1426,CUIT,30715766155,GUD BROKER DE SEGUROS S.R.L. ,Patrimoniales y Vida
1427,CUIT,30714388599,NORTH GROUP PRODUCTORES ASESORES DE SEGUROS S.A. ,Patrimoniales y Vida
1428,CUIT,30715763504,ELIA AND PARTNERS S.A. ,Patrimoniales y Vida
1429,CUIT,30715749838,PSCB S.R.L. ,Patrimoniales y Vida
1430,CUIT,30715810561,PROMELARGE S.R.L. ,Patrimoniales y Vida
1431,CUIT,30715741594,ADVISORS GROUP S.R.L. ,Patrimoniales y Vida
1432,CUIT,30715479903,AICARDI BROKER S.R.L. ,Patrimoniales y Vida
1433,CUIT,33715896589,CYC ASESORES DE SEGUROS S.A. ,Patrimoniales y Vida
1434,CUIT,30715757253,M & G BROKER S.R.L. ,Patrimoniales y Vida
1435,CUIT,30715742183,TRES DE UN PAR PERFECTO S.A. ,Patrimoniales y Vida
1436,CUIT,30708904259,BDS S.R.L. ASESORES DE SEGUROS ,Patrimoniales y Vida
1437,CUIT,30715860593,MISIONES MAKLER SOCIEDAD ANONIMA ,Patrimoniales y Vida
1438,CUIT,30715804049,GUADALUPE BROKER S.R.L. ,Patrimoniales y Vida
1439,CUIT,30715562584,CSP ASESORES EN SEGUROS S.A. ,Patrimoniales y Vida
1440,CUIT,30715865803,FITO Y ASOCIADOS S.A. ,Patrimoniales y Vida
1441,CUIT,33715723579,CASTRO BROKERS DE SEGUROS SRL ,Patrimoniales y Vida
1443,CUIT,30715879855,NUEVO CHACO BROKER DE SEGUROS S.A. ,Patrimoniales y Vida
1444,CUIT,30715935631,TAXSEG SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS S.R.L. ,Patrimoniales y Vida
1445,CUIT,30715903691,JOHN PELLEGRINI MANAGEMENT GROUP S.R.L. ,Patrimoniales y Vida
1446,CUIT,30715989383,FOTA PRODUCTORES ASESORES DE SEGUROS SOCIEDAD DE RESPONSABILIDAD LIMITADA ,Patrimoniales y Vida
1447,CUIT,30715900439,PRAVISANI S.A. ,Patrimoniales y Vida
1448,CUIT,30715808206,POBLETEMONTENEGRO ASESORES DE SEGUROS S.R.L. ,Patrimoniales y Vida
1449,CUIT,30716031256,MOSCARDINI Y GATICA BROKER S.A. ,Patrimoniales y Vida
1450,CUIT,30715542702,GRUPO SIERRA ASESORES DE SEGUROS S.R.L. ,Patrimoniales y Vida
1451,CUIT,30715491466,ROSENTAL PRODUCTORES ASESORES DE SEGUROS S.A. ,Patrimoniales y Vida
1452,CUIT,30715951971,SOTO GRUPO ASESOR S.R.L. ,Patrimoniales y Vida
1453,CUIT,30715991728,GRUPO PORCEL ASESORES DE SEGUROS S.R.L. ,Patrimoniales y Vida
1454,CUIT,30715935550,CHANES DAFA Y ASOCIADOS S.R.L. ,Patrimoniales y Vida
1455,CUIT,30715984608,BROKERS ANDINOS SOCIEDAD DE RESPONSABILIDAD LIMITADA ,Patrimoniales y Vida
1456,CUIT,30715968122,BEDIFFER S.R.L. ,Patrimoniales y Vida
1457,CUIT,30715979760,CETW BROKERS S.A. ,Patrimoniales y Vida
1458,CUIT,30715903411,MR BROKERS S.A. ,Patrimoniales y Vida
1459,CUIT,30716100215,ATTITUDE ADMINISTRADORES DE RIESGO S.R.L. ,Patrimoniales y Vida
1460,CUIT,30716104644,ALONSO & BERNARDI SRL ,Patrimoniales y Vida
1461,CUIT,30716111578,UVANILLA S.A. ,Patrimoniales y Vida
1462,CUIT,30716106612,DESARROLLO COMERCIAL DE CARTERAS S.A.S. ,Patrimoniales y Vida
1463,CUIT,30716111535,TOYOTA BROKER DE SEGUROS ARGENTINA S.A. (PRODUCTORES ASESORES) ,Patrimoniales y Vida
1464,CUIT,30715127055,US BANFIELD S.R.L. ,Patrimoniales y Vida
1465,CUIT,30715315536,ALISIARDI & ASOCIADOS SOCIEDAD ANONIMA ,Patrimoniales y Vida
1466,CUIT,30716072920,BAIRES BROKER S.A. ,Patrimoniales y Vida
1467,CUIT,30716111675,NAVE MOTORS ASESORES DE SEGUROS S.A. ,Patrimoniales y Vida
1468,CUIT,30716152886,GG&G BROKERS ASESORES DE SEGUROS S.R.L. ,Patrimoniales y Vida
1469,CUIT,30716110156,CENTRO ATENCION PAS S.R.L. ,Patrimoniales y Vida
1470,CUIT,30715922688,SYNDROME S.R.L. ,Patrimoniales y Vida
1471,CUIT,30716123290,CAVICCHIA PRODUCTORES ASESORES DE SEGUROS S.R.L.  ,Patrimoniales y Vida
1472,CUIT,30716079224,ORGANIZACION CORTES S.R.L. ,Patrimoniales y Vida
1474,CUIT,30716002388,SELF SERVICE ARGENTINA ASESORES DE SEGUROS S.R.L. ,Patrimoniales y Vida
1476,CUIT,30716228629,MAGBROKER S.R.L. ,Patrimoniales y Vida
1477,CUIT,30715979396,SEGU LEY S.R.L. ,Patrimoniales y Vida
1478,CUIT,30716244853,MIGHTY BROKER S.R.L. ,Patrimoniales y Vida
1479,CUIT,30716241706,BAF ASESORES DE SEGUROS S.A. ,Patrimoniales y Vida
1480,CUIT,30716211343,SUMMA S.A. ,Patrimoniales y Vida
1481,CUIT,33716215879,OASE S.A. ,Patrimoniales y Vida
1482,CUIT,33716166029,GRUPO CARENA S.A.S ,Patrimoniales y Vida
1483,CUIT,30716164388,OPTIMA PRODUCTORES ASESORES DE SEGUROS S.A. ,Patrimoniales y Vida
1484,CUIT,30715651781,SINERGIA BROKER DE ASESORES DE SEGUROS S.R.L. ,Patrimoniales y Vida
1485,CUIT,30715927809,CERIONI PRODUCTORES ASESORES DE SEGUROS S.A. ,Patrimoniales y Vida
1486,CUIT,30716158957,AGRUPAS S.R.L. ,Patrimoniales y Vida
1487,CUIT,30716203510,PARIS BROKER DE SEGUROS S.A. ,Patrimoniales y Vida
1488,CUIT,30716230917,ELEGIR AR S.A.S. ,Patrimoniales y Vida
1489,CUIT,30716250152,INSUROND S.A.S ,Patrimoniales y Vida
1490,CUIT,30715969846,ORGANIZACION F&C S.R.L. ,Patrimoniales y Vida
1491,CUIT,33716192259,BANCALARY GROUP & ASOCIADOS S.R.L. ,Patrimoniales y Vida
1492,CUIT,30716199440,FERRERO VERSINO S.R.L. ,Patrimoniales y Vida
1493,CUIT,30716152746,A2 SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS S.A. ,Patrimoniales y Vida
1494,CUIT,30716031299,MULTISEGRUP S.R.L. ,Patrimoniales y Vida
1495,CUIT,30716225166,TEN BROKING PRODUCTORES ASESORES DE SEGUROS S.R.L. ,Patrimoniales y Vida
1496,CUIT,30716309629,AG360 PRODUCTORES ASESORES DE SEGUROS S.A.S. ,Patrimoniales y Vida
1497,CUIT,30716081008,SEGUREN S.A. ,Patrimoniales y Vida
1498,CUIT,30716218194,SICUREZZA BROKERS S.R.L. ,Patrimoniales y Vida
1499,CUIT,30716029782,IB BROKER INSURANCE S.A. ,Patrimoniales y Vida
1500,CUIT,30716394626,TECNICA Y SERVICIOS EN GESTION DE RIESGOS S.R.L. ,Patrimoniales y Vida
1501,CUIT,30716302799,MD SOCIEDAD DE PRODUCTORES DE SEGUROS S.R.L. ,Patrimoniales y Vida
1502,CUIT,33715857699,CP BROKER S.R.L. ,Patrimoniales y Vida
1503,CUIT,30716260905,GDLF PRODUCTORES ASESORES DE SEGUROS S.A. ,Patrimoniales y Vida
1504,CUIT,30710563310,DE COMPRAS ASESORES DE SEGUROS S.A. ,Patrimoniales y Vida
1505,CUIT,30716150727,GRUPO SCOPPA ASESORES DE SEGUROS S.A.S. ,Patrimoniales y Vida
1506,CUIT,30716357313,BOERI PIZARRO & ASOCIADOS PRODUCTORES ASESORES DE SEGUROS S.R.L. ,Patrimoniales y Vida
1507,CUIT,30716451840,PEVASC S.R.L. ,Patrimoniales y Vida
1508,CUIT,30716382946,MERCEDES-BENZ BROKER ARGENTINA S.A. ,Patrimoniales y Vida
1509,CUIT,30716411091,OFICINA SAN LORENZO SERVICIOS DE PRODUCTORES ASESORES DE SEGUROS S.R.L. ,Patrimoniales y Vida
1510,CUIT,33716458909,AYRAS ASESORES DE SEGUROS S.A. ,Patrimoniales y Vida
1512,CUIT,30716167611,CAM ASESORES DE SEGUROS S.A.S ,Patrimoniales y Vida
1513,CUIT,30716330407,KISHIMA BROKER DE SEGUROS S.R.L. ,Patrimoniales y Vida
1514,CUIT,30715962205,PRODUCTORES Y ASESORES ROSSISEG S.R.L. ,Patrimoniales y Vida
1515,CUIT,30715819631,WECOVER S.A.S. ,Patrimoniales y Vida
1516,CUIT,30716076756,QUALIS PRODUCTORES ASESORES DE SEGUROS S.A. ,Patrimoniales y Vida
1517,CUIT,30716348128,SUPERVIELLE PRODUCTORES ASESORES DE SEGUROS S.A. ,Patrimoniales y Vida
1518,CUIT,30716472929,GRUPO DARWIN PRODUCTORES ASESORES DE SEGUROS S.R.L. ,Patrimoniales y Vida
1519,CUIT,30716133598,ORGANIZACION  JRM S.R.L. ,Patrimoniales y Vida
1520,CUIT,30716533413,M BROKERS S.A. ,Patrimoniales y Vida
1521,CUIT,30715950932,"LASALANDRA, QUINTEROS Y ASOCIADOS S.A.S. ",Patrimoniales y Vida
1522,CUIT,30707809317,LOYALTY SECURED S.A. ,Patrimoniales y Vida
1523,CUIT,30716290030,B&D BROKER DE SEGUROS S.R.L. ,Patrimoniales y Vida
1524,CUIT,30716112019,F.P.R. ASESORES S.R.L. ,Patrimoniales y Vida
1525,CUIT,30716454084,BCP BROKERS DE ASESORES Y PRODUCTORES DE SEGUROS S.A. ,Patrimoniales y Vida
1526,CUIT,30716057581,JCT BROKERS DE SEGUROS SRL ,Patrimoniales y Vida
1527,CUIT,30716472732,C & T BROKERS S.R.L. ,Patrimoniales y Vida
1528,CUIT,30716494299,DIGITALSEG S.A. ,Patrimoniales y Vida
1529,CUIT,33716388269,ALA BROKERS SRL ,Patrimoniales y Vida
1530,CUIT,30716559110,AB ASESORES DE SEGUROS S.A. ,Patrimoniales y Vida
1531,CUIT,30716085364,RB & ASOCIADOS S.A.S. ,Patrimoniales y Vida
1532,CUIT,30716612437,MARTINEZ EGEA BROKERS DE SEGUROS SRL ,Patrimoniales y Vida
1533,CUIT,30716190559,GRUPO MATTHEWS PRODUCTORES ASESORES DE SEGUROS S.A.S. ,Patrimoniales y Vida
1534,CUIT,30716631105,WOW DIGITAL BROKERING S.A. ,Patrimoniales y Vida
1535,CUIT,30715469037,SMART GROUP S.R.L. ,Patrimoniales y Vida
1536,CUIT,30716220520,CONSULTORA DEL ESTE S.A.S. ,Patrimoniales y Vida
1537,CUIT,30716583410,MASSEG BROKER PRODUCTORES DE SEGUROS S.A. ,Patrimoniales y Vida
1538,CUIT,30716124947,FRAIRE & DE BENEDETTO - BROKER DE SEGUROS S.A. ,Patrimoniales y Vida
1539,CUIT,30716482789,GRUPO BLURANS S.R.L. ,Patrimoniales y Vida
1540,CUIT,30716559129,A BKR ASESORES DE SEGUROS S.A. ,Patrimoniales y Vida
1541,CUIT,30716639203,GREEN UMBRELLA BROKER S.A. ,Patrimoniales y Vida
1542,CUIT,30716607727,ORGANIZACION LUDUEÑA BERNASCONI S.R.L. ,Patrimoniales y Vida
1543,CUIT,30716619326,DI RAIMONDO BROKERS ASESORES EN SEGUROS S.R.L. ,Patrimoniales y Vida
1544,CUIT,30716622858,GAP BROKER S.R.L. ,Patrimoniales y Vida
1545,CUIT,30716667991,ORANGE ASESORES DE SEGUROS S.A. ,Patrimoniales y Vida
1546,CUIT,30716653281,JAZHAL & TESSI PRODUCTORES ASESORES DE SEGUROS S.A. ,Patrimoniales y Vida
1547,CUIT,30716664666,CENTRO PRODUCTORES S.A. ,Patrimoniales y Vida
1548,CUIT,30716528894,VISION BROKER S.A. ,Patrimoniales y Vida
1549,CUIT,30716010895,CEIBAL ASESORES DE SEGUROS S.A. ,Patrimoniales y Vida
1550,CUIT,30716449994,SEQUEIRA BROKER & ASOC. S.A.S. ,Patrimoniales y Vida
1551,CUIT,30716472341,O.L. BROKER S.A.S. ,Patrimoniales y Vida
1552,CUIT,30716692414,PREMIER RISK ADVISORS S.A. ,Patrimoniales y Vida
1554,CUIT,30716557053,CASIVA Y CIA. S.A.S. ,Patrimoniales y Vida
1555,CUIT,30715723812,INSO Q S.R.L. ,Patrimoniales y Vida
1556,CUIT,30716682974,FORTE PRODUCTORES DE SEGUROS S.A.S. ,Patrimoniales y Vida
1557,CUIT,33716668059,MAGNA SERVICIOS DE PRODUCTORES ASESORES DE SEGUROS S.R.L. ,Patrimoniales y Vida
1558,CUIT,30716347393,MILLENIUM DIGITAL GROUP S.A.S ,Patrimoniales y Vida
1559,CUIT,30716714000,QUICK PRODUCTORES DE SEGUROS S.R.L. ,Patrimoniales y Vida
1560,CUIT,30716730413,IBL BROKER SOCIEDAD POR ACCIONES SIMPLIFICADA ,Patrimoniales y Vida
1561,CUIT,30716772418,AVANZAR PRODUCTORES ASESORES DE SEGUROS S.A. ,Patrimoniales y Vida
1562,CUIT,30716689324,SG GROUP BROKER DE SEGUROS S.R.L. ,Patrimoniales y Vida
1563,CUIT,30716751852,MAGAMOCHE SOCIEDAD DE RESPONSABILIDAD LIMITADA ,Patrimoniales y Vida
1564,CUIT,30716491605,COMERCIALIZADORA ARGENTINA DE SERVICIOS PRODUCTORES ASESORES DE SEGUROS SRL ,Patrimoniales y Vida
1565,CUIT,33716415169,XTREME RU S.R.L. ,Patrimoniales y Vida
1566,CUIT,30716269430,GERLOFF Y ASOCIADOS S.R.L. ,Articulo 19
1567,CUIT,30716603152,EMPARA ASESORES S.A.S. ,Patrimoniales y Vida
1568,CUIT,30716784858,PASAP S.A. ,Patrimoniales y Vida
1569,CUIT,30716835266,GRUPO RIO CUARTO ASESORES DE SEGUROS S.A.S. ,Patrimoniales y Vida
1570,CUIT,30716587025,CUIDAR-C SOCIEDAD ANONIMA UNIPERSONAL ,Patrimoniales y Vida
1571,CUIT,30716593939,CARLOS ALFREDO CASAS Y ASOCIADOS S.R.L. ,Patrimoniales y Vida
1572,CUIT,30716760282,GS ASESORES S.A.S. ,Patrimoniales y Vida
1573,CUIT,30716525070,HIJOS DE FASSIONE OSMAR S.R.L. ,Patrimoniales y Vida
1574,CUIT,30716731967,ASEGURALO PRODUCTORES ASESORES DE SEGUROS S.A. ,Patrimoniales y Vida
1575,CUIT,30716743639,LEYROD BROKERS S.R.L. ,Patrimoniales y Vida
1576,CUIT,30716867761,N&C ASESORES DE SEGUROS S.R.L. ,Patrimoniales y Vida
1577,CUIT,30716836149,PROTECT AND GUARANTEE S.A.S ,Patrimoniales y Vida
1578,CUIT,30716665476,FERNANDEZ & OLIVER SOCIEDAD DE PRODUCTORES DE SEGUROS S.R.L. ,Patrimoniales y Vida
1579,CUIT,33716863129,UNIS ASESORES DE RIESGOS S.A. ,Patrimoniales y Vida
1580,CUIT,30716822504,MEC LINKER BROKER DE ARGENTINA S.R.L. ,Patrimoniales y Vida
1581,CUIT,30714686360,PREMEL S.R.L. ,Patrimoniales y Vida
1582,CUIT,33716878029,UNIPAS BROKER SOCIEDAD ANONIMA ,Patrimoniales y Vida
1583,CUIT,30716631881,ZONA BROKER SRL ,Patrimoniales y Vida
1584,CUIT,30716844125,VAAS BROKER S.A. ,Patrimoniales y Vida
1585,CUIT,30716899922,QUORE ARGENTINA BROKER DE SEGUROS S.R.L. ,Patrimoniales y Vida
1586,CUIT,30716929139,ASESORAMIENTO EN RIESGOS S.A.U. ,Patrimoniales y Vida
1587,CUIT,30716556995,LEVELAR S.A. ,Patrimoniales y Vida
1588,CUIT,30716637146,NAHUEL REYES Y CIA SOCIEDAD DE RESPONSABILIDAD LIMITADA ,Patrimoniales y Vida
1589,CUIT,30716869217,SEQUIRO S.A. ,Patrimoniales y Vida
1590,CUIT,30716933136,GRUPO FIRENZE MDQ S.A.S ,Patrimoniales y Vida
1591,CUIT,30716940698,BROKERS AND CARS S.A. ,Patrimoniales y Vida
1592,CUIT,30716853787,LAE PRODUCTORES Y ASESORES S.A.S ,Patrimoniales y Vida
1593,CUIT,30716960745,ALIATE S.A.S. ,Patrimoniales y Vida
1594,CUIT,30717019918,VEINTISIETECUARENTA S.A. ,Patrimoniales y Vida
1595,CUIT,30715891162,GARRIDO LOMBARDO S.R.L. ,Patrimoniales y Vida
1596,CUIT,30716899159,MIELNIK SAWA PRODUCTORES ASESORES DE SEGUROS S.A. ,Patrimoniales y Vida
1597,CUIT,30716878623,365 BROKER S.R.L. ,Patrimoniales y Vida
1598,CUIT,30717054268,ORGANIZACION BIGATTON S.A. ,Patrimoniales y Vida
1599,CUIT,30717060128,DSSGROUP ASESORES EN SEGUROS S.A. ,Patrimoniales y Vida
1600,CUIT,30716645327,HY BROKER DE SEGUROS S.A.S. ,Patrimoniales y Vida
1601,CUIT,30715616072,GRUPO ABRA CONSULTORES DE RIESGOS S.R.L. ,Patrimoniales y Vida
1602,CUIT,30716948052,ASEGURA AHORA BROKER S.A. ,Patrimoniales y Vida
1603,CUIT,30716868229,RS ASESORES EN SEGUROS S.R.L. ,Patrimoniales y Vida
1604,CUIT,30716764695,NASISI & VEREA SOCIEDAD DE RESPONSABILIDAD LIMITADA ,Patrimoniales y Vida
1605,CUIT,30716946351,AFFINITY BROKER S.A. ,Patrimoniales y Vida
1606,CUIT,30717034712,SOLINS S.R.L. ,Patrimoniales y Vida
1607,CUIT,30716654911,MURAD MOLINA S.R.L. ,Patrimoniales y Vida
1608,CUIT,30716950804,ASESORES DE SEGUROS ALONSO S.A.S. ,Patrimoniales y Vida
1609,CUIT,30716851059,SGA PRODUCTORES ASESORES DE SEGUROS S.A.S. ,Patrimoniales y Vida
1610,CUIT,30716646196,MARISA ROMAN BROKERS S.A. ,Patrimoniales y Vida
1611,CUIT,30717098311,IDEA PREMIUM BROKER S.A. ,Patrimoniales y Vida
1612,CUIT,30716943107,NOVO ASESORES S.A. ,Patrimoniales y Vida
1613,CUIT,30717005453,OPEN BROKER S.A. ,Patrimoniales y Vida
1614,CUIT,30716855887,OPTTA S.A. ,Patrimoniales y Vida
1615,CUIT,30717138437,BULLETBABA S.R.L. ,Patrimoniales y Vida
1616,CUIT,30716877449,CONNECT BROKER S.A. ,Patrimoniales y Vida
1617,CUIT,30716337975,AYRES SERVICIOS DE PRODUCTORES ASESORES DE SEGUROS S.R.L. ,Patrimoniales y Vida
1618,CUIT,33716656999,PUNTCOM S.A. ,Patrimoniales y Vida
1619,CUIT,30716305070,RT PRODUCTORES S.A.S. ,Patrimoniales y Vida
1620,CUIT,30717053652,M&K PRODUCTORES DE SEGUROS S.A.S ,Patrimoniales y Vida
1621,CUIT,30716796104,SOMOSPAS SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS S.A. ,Patrimoniales y Vida
1622,CUIT,30717263444,AGUSTIN PEREYRA SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS SRL ,Patrimoniales y Vida
1623,CUIT,30716885689,SAN IGNACIO SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS S.A. ,Patrimoniales y Vida
1624,CUIT,30717051900,KUNE SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS S.A.S. ,Patrimoniales y Vida
1625,CUIT,30717154610,VALSEL SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS S.R.L. ,Patrimoniales y Vida
1626,CUIT,30717075842,ORGANIZACION ROBLE S.R.L. ,Patrimoniales y Vida
1627,CUIT,30717189503,GUARDIA E HIJOS SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS SRL ,Patrimoniales y Vida
1628,CUIT,33717099449,SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS ARCE S.R.L. ,Patrimoniales y Vida
1629,CUIT,30717160424,HERRERO SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS S.A.S. ,Patrimoniales y Vida
1630,CUIT,30717087735,POLKO SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS S.A.S. ,Patrimoniales y Vida
1631,CUIT,30717022528,PRODUCTORES ASESORES DE SEGUROS BAMBOO S.A. ,Patrimoniales y Vida
1632,CUIT,30717057496,INTEBROK SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS S.A. ,Patrimoniales y Vida
1633,CUIT,30716863847,ASESORES DEL INTERIOR SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS S.A.S. ,Patrimoniales y Vida
1634,CUIT,30716601532,Q & ICA S.R.L. ,Patrimoniales y Vida
1635,CUIT,30717090957,LET OP SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS S.R.L. ,Patrimoniales y Vida
1636,CUIT,30717029417,GAUSEG SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS S.A. ,Patrimoniales y Vida
1637,CUIT,30716958953,PHI PRODUCTORES ASESORES DE SEGUROS S.A.S. ,Patrimoniales y Vida
1638,CUIT,30717083748,CASTRO SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS S.R.L. ,Patrimoniales y Vida
1639,CUIT,30717290050,HEREDIASEG SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS S.R.L. ,Patrimoniales y Vida
1640,CUIT,30716792990,FUTURE SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS S.R.L. ,Patrimoniales y Vida
1641,CUIT,30717286193,O.C.S. SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS S.R.L. ,Patrimoniales y Vida
1642,CUIT,30716242524,RGA ASESORES DE SEGUROS S.A.S. ,Patrimoniales y Vida
1643,CUIT,33716594039,ORGANIZACION TRENEL S.A. ,Patrimoniales y Vida
1644,CUIT,30717386562,VERSADO SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS S.R.L. ,Patrimoniales y Vida
1645,CUIT,30716981270,FLORENCIO DEL SUR S.R.L. ,Patrimoniales y Vida
1646,CUIT,30717229289,SPECIALTY SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS S.A. ,Patrimoniales y Vida
1647,CUIT,30717228037,NIMBUS SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS S.A.S ,Patrimoniales y Vida
1648,CUIT,30717384756,ORGANIZAR SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS S.R.L. ,Patrimoniales y Vida
1649,CUIT,30717116646,321 BROKER SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS S.R.L. ,Patrimoniales y Vida
1650,CUIT,30717435008,ORGANIZACION TALCAHUANO SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS S.A. ,Patrimoniales y Vida
1651,CUIT,30717395472,ALDEAMARKETS SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS S.A. ,Patrimoniales y Vida
1652,CUIT,33717358339,FEDAVAL PRODUCTORES ASESORES DE SEGUROS SOCIEDAD DE RESPONSABILIDAD LIMITADA ,Patrimoniales y Vida
1653,CUIT,30717395669,VERTRAUEN BROKERS SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS S.R.L. ,Patrimoniales y Vida
1654,CUIT,30717340163,ASECOM SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS S.A. ,Patrimoniales y Vida
1655,CUIT,30716586215,SIRIUS BROKER DE SEGUROS SRL SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS ,Patrimoniales y Vida
1656,CUIT,30717309959,JRR SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS S.R.L. ,Patrimoniales y Vida
