productores_sociedad_matricula,productores_sociedad_tipo_id,productores_sociedad_id,productores_sociedad_denominacion,ramo
1852,CUIT,30719010527,TRIKOMO GROUP SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS S.R.L. ,Patrimoniales y Vida
1853,CUIT,33718604279,PRN GRUPO PRODUCTORES ASESORES DE SEGUROS S.R.L. ,Patrimoniales y Vida
1854,CUIT,30718376366,PANDA GROUP BROKER SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS S.R.L ,Patrimoniales y Vida
1855,CUIT,30716336367,AZMEDIA SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS S.A.  ,Patrimoniales y Vida
1856,CUIT,30718846516,SOLU RISK SERVICIOS SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS S.R.L. ,Patrimoniales y Vida
1857,CUIT,30718661001,IMG BROKER PRODUCTORES ASESORES DE SEGUROS S.A.S. ,Patrimoniales y Vida
1858,CUIT,30718916166,NKSII SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS S.A. ,Patrimoniales y Vida
1859,CUIT,30718806107,BRAVO BROKER SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS S.A. ,Patrimoniales y Vida
1860,CUIT,33718787829,MIRAI BROKER SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS S.R.L. ,Patrimoniales y Vida
1861,CUIT,30718312031,G.R.A.G SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS S.A.S. ,Patrimoniales y Vida
1862,CUIT,30719005132,ALESO SOCIEDAD DE PRODUCTORES DE SEGUROS SOCIEDAD DE RESPONSABILIDAD LIMITADA ,Patrimoniales y Vida
1863,CUIT,30719091659,COLMAR SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS S.A. ,Patrimoniales y Vida
1864,CUIT,30718856139,JACARANDA SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS S.A. ,Patrimoniales y Vida
1865,CUIT,30719075629,EMILIANO MIRAS & FEDERICO MIRAS SOCIEDAD DE PRODUCTORES Y ASESORES DE SEGUROS S.A.S. ,Patrimoniales y Vida
1866,CUIT,30719024455,MAS Q PRODUCTORES ASESORES DE SEGUROS S.A.S. ,Patrimoniales y Vida
1867,CUIT,30719030048,ZUMA PRODUCTORES ASESORES DE SEGUROS S.A. ,Patrimoniales y Vida
1868,CUIT,30718577426,CONTINENTAL BROKERS SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS S.R.L. ,Patrimoniales y Vida
1869,CUIT,30719103819,WING BROKER SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS S.R.L. ,Patrimoniales y Vida
1870,CUIT,30718798988,CROMA EVOLUCIÓN PRODUCTORES ASESORES DE SEGUROS S.R.L. ,Patrimoniales y Vida
1871,CUIT,30719102995,MINGO RPM SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS S.R.L. ,Patrimoniales y Vida
1872,CUIT,33718874519,GAPPEX SOCIEDAD DE PRODUCTORS ASESORES DE SEGUROS S.A. ,Patrimoniales y Vida
1873,CUIT,30719072751,FAGALDE GROUP SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS S.A.S. ,Patrimoniales y Vida
1874,CUIT,30719160464,ARGENTUM BROKER SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS SOCIEDAD POR ACCIONES SIMPLIFICADA ,Patrimoniales y Vida
1875,CUIT,30719034817,4KPRO BROKER SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS S.R.L. ,Patrimoniales y Vida
1876,CUIT,30718928326,ASESORG SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS S.R.L. ,Patrimoniales y Vida
1877,CUIT,30719060982,ADB BROKER SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS S.A. ,Patrimoniales y Vida
1878,CUIT,30716133903,GURALY BROKER SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS S.A. ,Patrimoniales y Vida
1879,CUIT,30719127742,100PREVALOR SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS S.A.S. ,Patrimoniales y Vida
1880,CUIT,30718856406,QUINTANA ASESORES SOCIEDAD DE PRODUCTORES DE SEGUROS S.R.L. ,Patrimoniales y Vida
50014,CUIT,30705038070,HFTI S.A. ,Vida
50035,CUIT,33710331109,SBSAR S.A. ,Vida
50040,CUIT,30684640514,ORGANIZACION RUE DU BAC 140 A.S. S.R.L. ,Vida
50041,CUIT,30712255427,INTEGRITY GROUP S.A. ,Vida
50042,CUIT,30713392401,MARQUET CONSULTORES SRL ,Vida
50043,CUIT,30712702806,EUTOPIA SA ,Vida
50044,CUIT,30714178926,GRUPO FLIESS SRL ,Vida
50046,CUIT,30715235427,ISAS ASESORES DE SEGUROS S.A. ,Vida
50048,CUIT,30715661957,ONE INVESTMENT GROUP S.R.L. ,Vida
50049,CUIT,30717118312,PRIORITY SOCIEDAD DE PRODUCTORES DE ASESORES DE SEGURO S.R.L. ,Vida
50050,CUIT,30718145526,ABAX SF SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS SOCIEDAD ANONIMA ,Vida
